provider,attribute_path,description,provider_uid,publisher,publication_id,publication_title,entity_level,value_types,occurrences,non_null_occurrences,sample_values
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].dedicatedParkingSpaces[].applicableForVehicles[].widthCharacteristic[].vehicleWidth,Vehicle Width in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > dedicated Parking Spaces list > applicable For Vehicles list > width Characteristic list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,"integer, number",6172,6172,2.2 | 2.1 | 2.4
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].dedicatedParkingSpaces[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > dedicated Parking Spaces list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,6172,6172,839d897f-25c0-4eb1-b76e-77a4bc0e6513 | f6ce7a11-964a-4619-ab69-82a9f726fcdf | 4c880814-98b0-4a60-8563-76bcef75a21b
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].dedicatedParkingSpaces[].numberOfSpaces,Number Of Spaces in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > dedicated Parking Spaces list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,integer,6172,6172,1
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].dedicatedParkingSpaces[].versionG,DATEX version number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > dedicated Parking Spaces list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,6172,6172,1
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[],electric Energy list in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,null,2769,0,
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].electricEnergy[].isGreenEnergy,Green energy flag in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > electric Energy list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,boolean,5755,5755,True
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].helpdesk.afacAnOrganisation.organisationUnit[].contactInformation[].afacContactInformation.telephoneNumber,Telephone Number in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Helpdesk > Afac An Organisation > organisation Unit list > contact Information list > Afac Contact Information,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,+49551301699 | +49724310102 | +498006886880
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].idG,Global DATEX identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,bcc64e55-5156-4bee-b919-abb26678fd44 | 20ecc411-7195-4309-8270-ebb745d59a05 | 3edb0852-6d08-4ef7-ad5f-0835e1ef5112
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].informationWebsite[].urlLinkAddress,Url Link Address in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > information Website list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,3595,www.sw-ettlingen.de | https://www.mvv.de/energie/elektromobilitaet/laden-in-mannheim/ | https://www.mvv.de/e-mobilitaet/laden-in-mannheim
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].lastUpdated,Last updated timestamp in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,2020-01-02T08:28:43.000Z | 2025-02-12T06:32:45.000Z | 2026-01-14T13:38:26.000Z
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.coordinatesForDisplay.latitude,Latitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Display coordinates,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,"integer, number",8524,8524,51.522918 | 51.545069 | 51.529454
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.coordinatesForDisplay.longitude,Longitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Display coordinates,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,"integer, number",8524,8524,9.930543 | 9.93094 | 9.932327
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.addressLine[].order,Ordering index for Address line in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,integer,8524,8524,0
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.addressLine[].order,Ordering index for Address line in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,integer,8524,8524,0
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.addressLine[].text.values[].lang,Language code for localized Address line text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.addressLine[].text.values[].lang,Language code for localized Address line text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.addressLine[].text.values[].value,Localized text value for Address line in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Windausweg 60 | Weender Landstraße 59 | Bürgerstraße 31
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.addressLine[].text.values[].value,Localized text value for Address line in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Windausweg 60 | Weender Landstraße 59 | Bürgerstraße 31
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.addressLine[].type.value,Type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address > Address line,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,street
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.addressLine[].type.value,Type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address > Address line,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,street
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.city.values[].lang,Language code for localized City text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.city.values[].lang,Language code for localized City text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.city.values[].value,Localized text value for City in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Göttingen | Bad Karlshafen | Waldbronn
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.city.values[].value,Localized text value for City in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Göttingen | Bad Karlshafen | Waldbronn
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.countryCode,Country code in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,DE
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.countryCode,Country code in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,DE
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.address.postcode,Postcode in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,37073 | 37075 | 37081
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.address.postcode,Postcode in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > Address,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,37073 | 37075 | 37081
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.nutsArea[].nutsCode,Nuts Code in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > nuts Area list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,DE9 | DE7 | DE1
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.nutsArea[].nutsCode,Nuts Code in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > nuts Area list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,DE9 | DE7 | DE1
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.nutsArea[].nutsCodeType.value,Nuts Code Type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location > nuts Area list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,nuts1Code
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.nutsArea[].nutsCodeType.value,Nuts Code Type value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location > nuts Area list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,nuts1Code
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.FacilityLocation.timeZone,Time Zone in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility location,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Europe/Berlin
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.locLocationExtensionG.facilityLocation.timeZone,Time Zone in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Location extension > Facility Location,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Europe/Berlin
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.latitude,Latitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Coordinates block > Point coordinates,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,"integer, number",8524,8524,51.522918 | 51.545069 | 51.529454
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].locationReference.locPointLocation.pointByCoordinates.pointCoordinates.longitude,Longitude in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Location reference > Point location > Coordinates block > Point coordinates,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,"integer, number",8524,8524,9.930543 | 9.93094 | 9.932327
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].mobilityServiceProvider[].afacAnOrganisation.name.values[].lang,Language code for localized Name text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > mobility Service Provider list > Afac An Organisation,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].mobilityServiceProvider[].afacAnOrganisation.name.values[].value,Localized text value for Name in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > mobility Service Provider list > Afac An Organisation,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,heidelpay | datatrans | stripe
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].numberOfRefillPoints,Number of charge points in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,integer,8524,8524,2 | 1 | 4
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Friday,Friday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,927,927,06:00 - 23:00 | 08:00 - 20:00 | 07:00 - 20:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Monday,Monday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,918,918,06:00 - 23:00 | 08:00 - 20:00 | 07:00 - 20:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Saturday,Saturday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,838,838,06:00 - 23:00 | 07:00 - 20:00 | 06:00 - 19:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Sunday,Sunday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,768,768,06:00 - 23:00 | 07:00 - 19:00 | 00:00 - 00:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Thursday,Thursday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,920,920,06:00 - 23:00 | 08:00 - 20:00 | 07:00 - 20:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Tuesday,Tuesday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,920,920,06:00 - 23:00 | 08:00 - 20:00 | 07:00 - 20:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operatingHours.afacUndefinedOperatingHours.afacOperatingHoursExtensionG.afacOperatingHoursExtensionG.Wednesday,Wednesday in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operating hours > Afac Undefined Operating Hours > Afac Operating Hours Extension G > Afac Operating Hours Extension G,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,920,920,06:00 - 23:00 | 08:00 - 20:00 | 07:00 - 20:00
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.externalIdentifier[].identifier,Identifier in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation > external Identifier list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,GOE | ETT | MVV
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.externalIdentifier[].typeOfIdentifier.extendedValueG,Extended Value G in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation > external Identifier list > Type Of Identifier,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,operatorId
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.externalIdentifier[].typeOfIdentifier.value,Type Of Identifier value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation > external Identifier list,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,extendedG
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.legalName.values[].lang,Language code for localized Legal Name text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.legalName.values[].value,Localized text value for Legal Name in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Stadtwerke Göttingen AG | Ernst Malzfeldt KG | Stadtwerke Göttingen Ag
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.name.values[].lang,Language code for localized Name text in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,de
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].operator.afacAnOrganisation.name.values[].value,Localized text value for Name in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Operator > Afac An Organisation,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,station,string,8524,8524,Stadtwerke Göttingen AG | Ernst Malzfeldt KG | Stadtwerke Göttingen Ag
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.availableChargingPower[],available Charging Power list in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,charge_point,"integer, null",14383,14379,22000 | 150000 | 3700
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.availableVoltage[],available Voltage list in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,charge_point,"integer, null",14383,14379,400 | 230 | 600
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[],Connector in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,connector,null,4,0,
chargecloud GmbH,payload.aegiEnergyInfrastructureTablePublication.energyInfrastructureTable[].energyInfrastructureSite[].energyInfrastructureStation[].refillPoint[].aegiElectricChargingPoint.connector[].connectorFormat.value,Connector Format value in AFIR energy infrastructure table publication > Energy infrastructure table > Charging site > Charging station > Charge point > AFIR Electric Charging Point > Connector,chargecloud_gmbh,chargecloud GmbH,978597062404620288,AFIR-recharging-stat-chargecloud-json,connector,string,14385,14385,socket | cableMode3
